Topic,Sentiment,TwitterID
"twitter","neutral","126862897639993344"
"twitter","neutral","126875787818319872"
"twitter","neutral","126866861521502208"
"twitter","neutral","126880108718989313"
"twitter","neutral","126863410750160896"
"twitter","neutral","126875734005399552"
"twitter","neutral","126863942634057728"
"twitter","neutral","126860597013917697"
"twitter","neutral","126867164253798400"
"twitter","neutral","126870454299398144"
"twitter","neutral","126874847614734336"
"twitter","neutral","126864244716208129"
"twitter","neutral","126875274901065728"
"twitter","neutral","126880672190185472"
"twitter","neutral","126866187790450688"
"twitter","neutral","126859856782163968"
"twitter","neutral","126872777130123264"
"twitter","neutral","126861879598530561"
"twitter","neutral","126879106347433984"
"twitter","neutral","126860802392195072"
"twitter","neutral","126873420192423936"
"twitter","neutral","126864007784185856"
"twitter","neutral","126874568655777793"
"twitter","neutral","126859053757501440"
"twitter","neutral","126872528235921409"
"twitter","neutral","126883711131201536"
"twitter","neutral","126860932881186817"
"twitter","neutral","126868533991849988"
"twitter","neutral","126865837800951808"
"twitter","neutral","126873866575425536"
"twitter","neutral","126868751533617152"
"twitter","neutral","126870356563722240"
"twitter","neutral","126873323014590464"
"twitter","neutral","126875958929145856"
"twitter","neutral","126865215915687936"
"twitter","neutral","126863190691811328"
"twitter","neutral","126883719368818688"
"twitter","neutral","126863921465393152"
"twitter","neutral","126869751476654080"
"twitter","neutral","126876467631104000"
"twitter","neutral","126865511878361090"
"twitter","neutral","126857044677505024"
"twitter","positive","126860415085973504"
"twitter","positive","126864056366804992"
"twitter","positive","126883290782244864"
"twitter","positive","126873128348561409"
