Topic,Sentiment,TwitterID
"apple","negative","125963262733991936"
"apple","negative","125961793926475776"
"apple","negative","125956505768960000"
"apple","negative","125950557310562305"
"apple","negative","125945821240885248"
"apple","negative","125943204943114240"
"apple","negative","125920912171216896"
"apple","negative","125846659182764032"
"apple","negative","125845538926112768"
"apple","negative","125826259048607744"
"apple","negative","125824148579692544"
"apple","negative","125806568389361664"
"apple","negative","125806240138928128"
"apple","negative","125731810733867011"
"apple","negative","125729727653756928"
"apple","negative","125722107710672896"
"apple","negative","125717447276904448"
"apple","negative","125713100782575616"
"apple","negative","125712104253702146"
"apple","negative","125710089716899840"
"apple","negative","125708348237680640"
"apple","negative","125681125376000000"
"apple","negative","125679166015283203"
"apple","negative","125664507757461504"
"apple","negative","125661140939321344"
"apple","negative","125656559190683651"
"apple","negative","125654540455378945"
"apple","negative","125649285667749889"
"apple","negative","125645811903250432"
"apple","negative","125643054190305280"
"apple","negative","125642742977138689"
"apple","negative","125641051531784192"
"apple","negative","125639217090011136"
"apple","negative","125633065878958080"
"apple","negative","125626166492147713"
"apple","negative","125621144148639744"
"apple","negative","125599423131697154"
"apple","negative","125588202286366721"
"apple","negative","125533730222784512"
"apple","negative","125476730067615744"
"apple","negative","125471372485992448"
"apple","negative","125464229577891840"
"apple","negative","125458395800154112"
"apple","negative","125442137302110208"
"apple","negative","125441478951575552"
"apple","negative","125408962215555072"
"apple","negative","125408737296003072"
"apple","negative","125371779039502336"
"apple","negative","125369698840887297"
"apple","negative","125365814579826688"
"apple","negative","125365581170999296"
"apple","negative","125355869859876864"
"apple","negative","125341902739484672"
"apple","negative","125341804857008128"
"apple","negative","125338210158125056"
"apple","negative","125336335656558592"
"apple","negative","125334948017213441"
"apple","negative","125333948556521472"
"apple","negative","125330038248849408"
"apple","negative","125327896066785280"
"apple","negative","125309975881977857"
"apple","negative","125309448108519424"
"apple","negative","125307394640199680"
"apple","negative","125305396842856448"
"apple","negative","125303217214062592"
"apple","negative","125302079752384512"
"apple","negative","125301393560047616"
"apple","negative","125301265700892672"
"apple","negative","125277260872822786"
"apple","negative","125276004817190914"
"apple","negative","125267178336419840"
"apple","negative","125265721281351680"
"apple","negative","125245780192792576"
"apple","negative","125245104859529216"
"apple","negative","125236708403970048"
"apple","negative","125236166151774208"
"apple","negative","125230743990444032"
"apple","negative","125230107580317696"
"apple","negative","125227837438435328"
"apple","negative","125224588253741056"
"apple","negative","125223685194915840"
"apple","negative","125202037293064192"
"apple","neutral","126415618625912832"
"apple","neutral","126414657836687362"
"apple","neutral","126409984836763648"
"apple","neutral","126407511531192320"
"apple","neutral","126403530838913024"
"apple","neutral","126401882766839811"
"apple","neutral","126400491067416576"
"apple","neutral","126393452324855808"
"apple","neutral","126389413054910464"
"apple","neutral","126387460463788032"
"apple","neutral","126384526925639681"
"apple","neutral","126383125059211265"
"apple","neutral","126382776072146944"
"apple","neutral","126380323733909504"
"apple","neutral","126377120023842816"
"apple","neutral","126374630377275392"
"apple","neutral","126370776013213697"
"apple","neutral","126368680459251712"
"apple","neutral","126368285259350017"
"apple","neutral","126368127524159488"
"apple","neutral","126360182308618240"
"apple","neutral","126357527196741632"
"apple","neutral","126348857071239168"
"apple","neutral","126346633721032705"
"apple","neutral","126331354718801921"
"apple","neutral","126330155441467392"
"apple","neutral","126329109759524865"
"apple","neutral","126328424624160768"
"apple","neutral","126323574989520896"
"apple","neutral","126323533696614402"
"apple","neutral","126320247379730432"
"apple","neutral","126318553031917569"
"apple","neutral","126316594971422720"
"apple","neutral","126315088641658881"
"apple","neutral","126308556294205441"
"apple","neutral","126302719882444801"
"apple","neutral","126301301511426049"
"apple","neutral","126300304600866816"
"apple","neutral","126294550535872512"
"apple","neutral","126294304628019201"
"apple","neutral","126293879166205952"
"apple","neutral","126292279009882113"
"apple","neutral","126292109727768576"
"apple","neutral","126291860305100801"
"apple","neutral","126290154737504256"
"apple","neutral","126289716097196032"
"apple","neutral","126283761754185728"
"apple","neutral","126283440457912320"
"apple","neutral","126281432644595713"
"apple","neutral","126280507729260544"
"apple","neutral","126279672433614848"
"apple","neutral","126267746739699713"
"apple","neutral","126257394622808064"
"apple","neutral","126217194173501441"
"apple","neutral","126213965817708544"
"apple","neutral","126211975595311104"
"apple","neutral","126205800359280640"
"apple","neutral","126201991125929984"
"apple","neutral","126185114173583360"
"apple","neutral","126177221571395584"
"apple","neutral","126171911523794944"
"apple","neutral","126165547154018304"
"apple","neutral","126146495396319232"
"apple","neutral","126141628372090880"
"apple","neutral","126130171404230656"
"apple","neutral","126122372775415808"
"apple","neutral","126110770864979968"
"apple","neutral","126109969912311810"
"apple","neutral","126106914684796928"
"apple","neutral","126105236229193728"
"apple","neutral","126105175294357505"
"apple","neutral","126104490511319041"
"apple","neutral","126104322999197696"
"apple","neutral","126102037057388544"
"apple","neutral","126094029015355392"
"apple","neutral","126094027140513792"
"apple","neutral","126091878469869568"
"apple","neutral","126089347639427072"
"apple","neutral","126087892580827137"
"apple","neutral","126086553415057408"
"apple","neutral","126073142107045888"
"apple","neutral","126071173640499200"
"apple","neutral","126068964685135872"
"apple","neutral","126066994008162305"
"apple","neutral","126066452787773443"
"apple","neutral","126065529684369408"
"apple","neutral","126056940060155904"
"apple","neutral","126054998080622593"
"apple","neutral","126052649475915776"
"apple","neutral","126044055644807169"
"apple","neutral","126041773356232704"
"apple","neutral","126030091892432896"
"apple","neutral","126019432194650113"
"apple","neutral","126018538531061760"
"apple","neutral","126017643747606528"
"apple","neutral","126014643826208768"
"apple","neutral","126014214467895297"
"apple","neutral","126014102379302912"
"apple","neutral","126013626426466304"
"apple","neutral","126012515019784192"
"apple","neutral","126012034545496065"
"apple","neutral","126008776322064384"
"apple","neutral","126006349959135232"
"apple","neutral","126004552557273088"
"apple","neutral","126003746135224320"
"apple","neutral","126003567315255296"
"apple","neutral","126001758853009409"
"apple","neutral","125999022908510209"
"apple","neutral","125996330500890624"
"apple","neutral","125994518989385729"
"apple","neutral","125993702782025729"
"apple","neutral","125993105722839040"
"apple","neutral","125990217801940992"
"apple","neutral","125989605634879488"
"apple","neutral","125989196132388864"
"apple","neutral","125989009091592192"
"apple","neutral","125988775548559360"
"apple","neutral","125980918220464128"
"apple","neutral","125980676653723648"
"apple","neutral","125978290367381504"
"apple","neutral","125975779447291904"
"apple","neutral","125974955983769603"
"apple","neutral","125969677997453312"
"apple","neutral","125967560171720704"
"apple","neutral","125965569659895808"
"apple","neutral","125963773176582144"
"apple","neutral","125962667541270528"
"apple","neutral","125962608519036928"
"apple","neutral","125961033348153345"
"apple","neutral","125960438981734400"
"apple","neutral","125958702455988225"
"apple","neutral","125958117086347264"
"apple","neutral","125950505389273090"
"apple","neutral","125944856504827904"
"apple","neutral","125944293671182336"
"apple","neutral","125943115449253888"
"apple","neutral","125943078837161984"
"apple","neutral","125943020767019008"
"apple","neutral","125939862078619648"
"apple","neutral","125939833775460352"
"apple","neutral","125938918540574720"
"apple","neutral","125936985796919296"
"apple","neutral","125936323273048065"
"apple","neutral","125935636300570624"
"apple","neutral","125935627056324609"
"apple","neutral","125935503752171520"
"apple","neutral","125935314878476289"
"apple","neutral","125933630613766144"
"apple","neutral","125932876721168384"
"apple","neutral","125930143066759169"
"apple","neutral","125930002607906816"
"apple","neutral","125927536847880192"
"apple","neutral","125927533614084097"
"apple","neutral","125927032185044992"
"apple","neutral","125926624930693121"
"apple","neutral","125922174648324096"
"apple","neutral","125920721200361472"
"apple","neutral","125919221845721090"
"apple","neutral","125918906215968771"
"apple","neutral","125918450920062977"
"apple","neutral","125917174618525696"
"apple","neutral","125917170571026432"
"apple","neutral","125917160982855680"
"apple","neutral","125915210337890304"
"apple","neutral","125892140940267522"
"apple","neutral","125891898517889024"
"apple","neutral","125854430171111424"
"apple","neutral","125840474132066304"
"apple","neutral","125830917578162176"
"apple","neutral","125829040740368384"
"apple","neutral","125828984293425152"
"apple","neutral","125824709421039616"
"apple","neutral","125823389804929024"
"apple","neutral","125821979797364736"
"apple","neutral","125821218258550784"
"apple","neutral","125817967240949760"
"apple","neutral","125807897568481280"
"apple","neutral","125803571601080320"
"apple","neutral","125792107930714113"
"apple","neutral","125727044263874560"
"apple","neutral","125725274317914112"
"apple","neutral","125721197437648896"
"apple","neutral","125708425752612864"
"apple","neutral","125703536632807424"
"apple","neutral","125698733768843264"
"apple","neutral","125695107734319104"
"apple","neutral","125691975474229248"
"apple","neutral","125690764331196416"
"apple","neutral","125685016389894144"
"apple","neutral","125679996420374530"
"apple","neutral","125677838295764992"
"apple","neutral","125674121722998785"
"apple","neutral","125666909080387584"
"apple","neutral","125665930339565568"
"apple","neutral","125664999036301312"
"apple","neutral","125664891691474944"
"apple","neutral","125663967296229376"
"apple","neutral","125660067482697729"
"apple","neutral","125657950185463808"
"apple","neutral","125645376790331392"
"apple","neutral","125642256114909184"
"apple","neutral","125642161659199488"
"apple","neutral","125642041140060160"
"apple","neutral","125640758966484992"
"apple","neutral","125638955952640000"
"apple","neutral","125633549847117824"
"apple","neutral","125633468708302848"
"apple","neutral","125632582795804672"
"apple","neutral","125630836245676033"
"apple","neutral","125627732032888833"
"apple","neutral","125626286939979776"
"apple","neutral","125625566203346944"
"apple","neutral","125617451705712640"
"apple","neutral","125614951787266048"
"apple","neutral","125596991290998784"
"apple","neutral","125595441562783744"
"apple","neutral","125589884445536257"
"apple","neutral","125589258898644992"
"apple","neutral","125588587180863489"
"apple","neutral","125587186723725312"
"apple","neutral","125586682790674434"
"apple","neutral","125583717354831872"
"apple","neutral","125545914864640000"
"apple","neutral","125544363945230336"
"apple","neutral","125528344480587776"
"apple","neutral","125512197135806464"
"apple","neutral","125498684401135616"
"apple","neutral","125496516000485376"
"apple","neutral","125486845768368128"
"apple","neutral","125448837404954624"
"apple","neutral","125432626482917376"
"apple","neutral","125424738662223872"
"apple","neutral","125419216227667968"
"apple","neutral","125410153196560384"
"apple","neutral","125409201907437569"
"apple","neutral","125406003863883776"
"apple","neutral","125402652610797569"
"apple","neutral","125398913313284096"
"apple","neutral","125398813543374848"
"apple","neutral","125394805449699329"
"apple","neutral","125373427661029376"
"apple","neutral","125372628746768384"
"apple","neutral","125369026351349760"
"apple","neutral","125368381728763904"
"apple","neutral","125364154629492737"
"apple","neutral","125361209137565696"
"apple","neutral","125360877359742976"
"apple","neutral","125357901580746752"
"apple","neutral","125350537821569024"
"apple","neutral","125347828754169856"
"apple","neutral","125344722196766720"
"apple","neutral","125336929825849344"
"apple","neutral","125335012961828866"
"apple","neutral","125327281181835264"
"apple","neutral","125326760769372160"
"apple","neutral","125321084525490176"
"apple","neutral","125318029390249984"
"apple","neutral","125317541504626688"
"apple","neutral","125317300860620801"
"apple","neutral","125315460030922752"
"apple","neutral","125315080081518592"
"apple","neutral","125312357797863425"
"apple","neutral","125309663913840640"
"apple","neutral","125300603059576833"
"apple","neutral","125283873331494913"
"apple","neutral","125281502866059264"
"apple","neutral","125278676949544960"
"apple","neutral","125275795252977664"
"apple","neutral","125266503657472000"
"apple","neutral","125260105154437121"
"apple","neutral","125257803790159873"
"apple","neutral","125252442836320256"
"apple","neutral","125250617911418881"
"apple","neutral","125250078108684288"
"apple","neutral","125246898830458880"
"apple","neutral","125245892814045184"
"apple","neutral","125218106778992640"
"apple","neutral","125211793655218178"
"apple","neutral","125196751387889665"
"apple","neutral","125193298624258049"
"apple","neutral","125184976579862530"
"apple","neutral","125085987431923713"
"apple","positive","126415614616154112"
"apple","positive","126402758403305474"
"apple","positive","126379685453119488"
"apple","positive","126377656416612353"
"apple","positive","126366353757179904"
"apple","positive","126365858481188864"
"apple","positive","126360935509135362"
"apple","positive","126358340220616704"
"apple","positive","126357982685569024"
"apple","positive","126352268705538048"
"apple","positive","126325800080392193"
"apple","positive","126324177501302784"
"apple","positive","126322063332999169"
"apple","positive","126315223060709376"
"apple","positive","126315011600678913"
"apple","positive","126314687116750849"
"apple","positive","126311981564178432"
"apple","positive","126307801046847488"
"apple","positive","126302673820594176"
"apple","positive","126287654093471745"
"apple","positive","126263834968211456"
"apple","positive","126256230397259776"
"apple","positive","126195522691280896"
"apple","positive","126164430546403328"
"apple","positive","126140794078892033"
"apple","positive","126134400466419712"
"apple","positive","126116614495154176"
"apple","positive","126107965991297024"
"apple","positive","126097426493878272"
"apple","positive","126084907343691776"
"apple","positive","126076743613284354"
"apple","positive","126076238375817216"
"apple","positive","126064519943426048"
"apple","positive","126049183865114624"
"apple","positive","126034495991328768"
"apple","positive","126026756623831041"
"apple","positive","126019393460244481"
"apple","positive","126002597063696384"
"apple","positive","125999676972470272"
"apple","positive","125974505385500672"
"apple","positive","125960325437722624"
"apple","positive","125925618486489088"
"apple","positive","125924446430183425"
"apple","positive","125922999651139584"
"apple","positive","125902301931126785"
"apple","positive","125900497327636480"
"apple","positive","125840039031738368"
"apple","positive","125794931439702016"
"apple","positive","125728717942161408"
"apple","positive","125722746100531200"
"apple","positive","125717622728818688"
"apple","positive","125712433087123456"
"apple","positive","125708639607599104"
"apple","positive","125699573799845888"
"apple","positive","125680049478316032"
"apple","positive","125667241978114048"
"apple","positive","125664375364255744"
"apple","positive","125643107260829697"
"apple","positive","125623745284018176"
"apple","positive","125618466353983488"
"apple","positive","125596541028282369"
"apple","positive","125562428200202240"
"apple","positive","125547297072357376"
"apple","positive","125539788546781185"
"apple","positive","125537578974851072"
"apple","positive","125501281753251840"
"apple","positive","125455260801179648"
"apple","positive","125423290767507456"
"apple","positive","125407532893224962"
"apple","positive","125402412147146752"
"apple","positive","125393816470568961"
"apple","positive","125374540107886593"
"apple","positive","125356807626559488"
"apple","positive","125309946723188736"
"apple","positive","125281706327552001"
"apple","positive","125256305647693825"
"apple","positive","125238977417580544"
"apple","positive","125165176772247552"
"google","irrelevant","126535062148759552"
"google","irrelevant","126534908670783489"
"google","irrelevant","126534678156029953"
"google","irrelevant","126534649995464704"
"google","irrelevant","126534525089091584"
"google","irrelevant","126534223950651392"
"google","irrelevant","126534054739836929"
"google","irrelevant","126534037929074688"
"google","irrelevant","126533684252774401"
"google","irrelevant","126533682273071105"
"google","irrelevant","126533636576129024"
"google","irrelevant","126533618997792768"
"google","irrelevant","126533364789424129"
"google","irrelevant","126533325702701056"
"google","irrelevant","126533134819921920"
"google","irrelevant","126533119573630976"
"google","irrelevant","126532931236794369"
"google","irrelevant","126532704287199232"
"google","irrelevant","126532561315958784"
"google","irrelevant","126532543158820864"
"google","irrelevant","126532467954950144"
"google","irrelevant","126532295665532928"
"google","irrelevant","126532294122024960"
"google","irrelevant","126532119278264320"
"google","irrelevant","126532046360289280"
"google","irrelevant","126531827073679360"
"google","irrelevant","126531519824142337"
"google","irrelevant","126531098279804928"
"google","irrelevant","126530329820397568"
"google","irrelevant","126530251684720641"
"google","irrelevant","126530163029704705"
"google","irrelevant","126529908850700289"
"google","irrelevant","126529643829399553"
"google","irrelevant","126529610614718464"
"google","irrelevant","126529490582118400"
"google","irrelevant","126529171773067265"
"google","irrelevant","126529003879272448"
"google","irrelevant","126528999554949120"
"google","irrelevant","126528658834853888"
"google","irrelevant","126528018469494784"
"google","irrelevant","126527760746295296"
"google","irrelevant","126527051292356609"
"google","irrelevant","126526946946457601"
"google","irrelevant","126526850477469696"
"google","irrelevant","126526781019787264"
"google","irrelevant","126526765995802624"
"google","irrelevant","126526068835368961"
"google","irrelevant","126526020923834368"
"google","irrelevant","126526019602628608"
"google","irrelevant","126526017660653568"
"google","irrelevant","126525994348711937"
"google","irrelevant","126525817713991680"
"google","irrelevant","126525815084158976"
"google","irrelevant","126525130426957824"
"google","irrelevant","126524896665796608"
"google","irrelevant","126524361065758720"
"google","irrelevant","126524216412618752"
"google","irrelevant","126524213401096192"
"google","irrelevant","126523942314840064"
"google","irrelevant","126523941035577344"
"google","irrelevant","126523574470189057"
"google","irrelevant","126523556958961664"
"google","irrelevant","126523356773232641"
"google","irrelevant","126523270420905984"
"google","irrelevant","126523147091578880"
"google","irrelevant","126523008524365825"
"google","irrelevant","126522989633212417"
"google","irrelevant","126522730001600512"
"google","irrelevant","126522728101584897"
"google","irrelevant","126522726239313920"
"google","irrelevant","126522723441721345"
"google","irrelevant","126522646149087233"
"google","irrelevant","126522492700471297"
"google","irrelevant","126522273963319298"
"google","irrelevant","126522127775047680"
"google","irrelevant","126521734076698625"
"google","irrelevant","126521694583132160"
"google","irrelevant","126521523220652032"
"google","irrelevant","126521233603960832"
"google","irrelevant","126520774025678848"
"google","irrelevant","126520080543649792"
"google","irrelevant","126519837173358592"
"google","irrelevant","126519359714766848"
"google","irrelevant","126518845983830016"
"google","irrelevant","126518328373153792"
"google","irrelevant","126517747894075392"
"google","irrelevant","126517575336214529"
"google","irrelevant","126517413788401664"
"google","irrelevant","126517183139430400"
"google","irrelevant","126516806360899584"
"google","irrelevant","126516804108562433"
"google","irrelevant","126516802011402240"
"google","irrelevant","126516523408949248"
"google","irrelevant","126516048961863681"
"google","irrelevant","126516048626335744"
"google","irrelevant","126515695352688640"
"google","irrelevant","126515693993738240"
"google","irrelevant","126515640889655296"
"google","irrelevant","126515639362920449"
"google","irrelevant","126515631980937216"
"google","irrelevant","126515498467860480"
"google","irrelevant","126515353110065152"
"google","irrelevant","126514888951595008"
"google","irrelevant","126514866059100160"
"google","irrelevant","126513706912841729"
"google","irrelevant","126513333191979008"
"google","irrelevant","126512627110252544"
"google","irrelevant","126512625713545216"
"google","irrelevant","126509931657564160"
"google","irrelevant","126509298279907328"
"google","irrelevant","126509273994891264"
"google","irrelevant","126508103368835072"
"google","irrelevant","126507794777128964"
"google","irrelevant","126507720546328576"
"google","irrelevant","126507456649101314"
"google","irrelevant","126507086522748929"
"google","irrelevant","126506951063511041"
"google","irrelevant","126506375886016513"
"google","irrelevant","126505668181098496"
"google","irrelevant","126505070098518016"
"google","irrelevant","126504896307539968"
"google","irrelevant","126504793039572992"
"google","irrelevant","126504734864576512"
"google","irrelevant","126504701142376448"
"google","irrelevant","126504516479754241"
"google","irrelevant","126504335734607873"
"google","irrelevant","126504285436514304"
"google","irrelevant","126504090053259265"
"google","irrelevant","126504049393672192"
"google","irrelevant","126503277117452288"
"google","irrelevant","126502611657564160"
"google","irrelevant","126502150472871937"
"google","irrelevant","126501402397782016"
"google","irrelevant","126501224148242432"
"google","irrelevant","126501161502126080"
"google","irrelevant","126501085794930688"
"google","irrelevant","126500586681143296"
"google","irrelevant","126500515872915457"
"google","irrelevant","126500080659341315"
"google","irrelevant","126500021863579648"
"google","irrelevant","126499879638925312"
"google","irrelevant","126499741176561664"
"google","irrelevant","126499498133426176"
"google","irrelevant","126499359528468480"
"google","irrelevant","126499266851119104"
"google","irrelevant","126499065423859712"
"google","irrelevant","126498880048214016"
"google","irrelevant","126498875405115392"
"google","irrelevant","126498451289673728"
"google","irrelevant","126498295219621888"
"google","irrelevant","126498266799013888"
"google","irrelevant","126497725633150977"
"google","irrelevant","126497611296407552"
"google","irrelevant","126497063742603264"
"google","irrelevant","126497027273129984"
"google","irrelevant","126496706257895424"
"google","irrelevant","126496237879959553"
"google","irrelevant","126496203822211072"
"google","irrelevant","126496202693939200"
"google","irrelevant","126496202509389824"
"google","irrelevant","126495762568851456"
"google","irrelevant","126495739663757313"
"google","irrelevant","126495620025417729"
"google","irrelevant","126495346569392129"
"google","irrelevant","126495269201264640"
"google","irrelevant","126495020156063744"
"google","irrelevant","126494978561146881"
"google","irrelevant","126494884726190080"
"google","irrelevant","126494808847040513"
"google","irrelevant","126494752517537792"
"google","irrelevant","126494434887090177"
"google","irrelevant","126494260269821952"
"google","irrelevant","126494176551514112"
"google","irrelevant","126494156368523267"
"google","irrelevant","126494152375533568"
"google","irrelevant","126494104187183104"
"google","irrelevant","126494033882259458"
"google","irrelevant","126493751215525889"
"google","irrelevant","126493543249358848"
"google","irrelevant","126493540053303296"
"google","irrelevant","126493537540907008"
"google","irrelevant","126493534336458752"
"google","irrelevant","126493517622149121"
"google","irrelevant","126493505047629824"
"google","irrelevant","126493154219266048"
"google","irrelevant","126493144824020993"
"google","irrelevant","126493078717603840"
"google","irrelevant","126493008244912128"
"google","irrelevant","126492948740313088"
"google","irrelevant","126492820130373632"
"google","irrelevant","126492723673960448"
"google","irrelevant","126492533860728832"
"google","irrelevant","126492457276940288"
"google","irrelevant","126492333519802368"
"google","irrelevant","126492258504683520"
"google","irrelevant","126492186060656640"
"google","irrelevant","126492179525931009"
"google","irrelevant","126492130154774528"
"google","irrelevant","126492052371406848"
"google","irrelevant","126491961271136256"
"google","irrelevant","126491942077992961"
"google","irrelevant","126491928320688128"
"google","irrelevant","126491895512838144"
"google","irrelevant","126491743301537792"
"google","irrelevant","126491727673569280"
"google","irrelevant","126491723353427968"
"google","irrelevant","126491662879965184"
"google","irrelevant","126491616641953792"
"google","irrelevant","126491544558632960"
"google","irrelevant","126491450035814400"
"google","irrelevant","126491323774672896"
"google","irrelevant","126491237720141825"
"google","irrelevant","126491078797950976"
"google","irrelevant","126491075870343168"
"google","irrelevant","126490998816768001"
"google","irrelevant","126490918885920768"
"google","irrelevant","126490858735407104"
"google","irrelevant","126490790150144000"
"google","irrelevant","126490759766618112"
"google","irrelevant","126490644616200192"
"google","irrelevant","126490589125550080"
"google","irrelevant","126490540794576896"
"google","irrelevant","126490479859736576"
"google","irrelevant","126490435836325888"
"google","irrelevant","126489969677176832"
"google","irrelevant","126489934088511490"
"google","irrelevant","126489907349831680"
"google","irrelevant","126489892678144000"
"google","irrelevant","126489823103041537"
"google","irrelevant","126489580835848193"
"google","irrelevant","126489542436995072"
"google","irrelevant","126489462648745984"
"google","irrelevant","126489460551585792"
"google","irrelevant","126489247581609986"
"google","irrelevant","126489107143737344"
"google","irrelevant","126489084003762176"
"google","irrelevant","126489023928741890"
"google","irrelevant","126489012423770113"
"google","irrelevant","126488974595334144"
"google","irrelevant","126488887026655232"
"google","irrelevant","126488858815774721"
"google","irrelevant","126488559795453954"
"google","irrelevant","126488503428190208"
"google","irrelevant","126488427779727360"
"google","irrelevant","126488315041030144"
"google","irrelevant","126488313187143681"
"google","irrelevant","126488305859698688"
"google","irrelevant","126488293717192704"
"google","irrelevant","126488066977308673"
"google","irrelevant","126488061369532417"
"google","irrelevant","126488048962772992"
"google","irrelevant","126487943509581824"
"google","irrelevant","126487924698128384"
"google","irrelevant","126487924249329664"
"google","irrelevant","126487855362088961"
"google","irrelevant","126487831572004864"
